Coding System,CVX Code,NZVX Code,GP Code,CVX Short Description,vaccine status,VG_Name,Sequence RXA-2,Indication RXA-19 ,Uncertain formulation CVX,ScheduleCode,Name,Simple Description,Detailed Description,Common Responses,Rare Responses,More Information,,,,
GP Codes,ConsegnaTest,,"Pneum, conj 10, 15m","Pneum, conj 10, 15m",,,,,,PCV,Pneumococcal (Pneumonia) Conjugate,Protects against pneumococcal disease caused by at least 10 types of Streptococcus pneumoniae.,"SYNFLORIX is a pneumococcal vaccine. SYNFLORIX helps protect your child against diseases such as: meningitis, blood infection, pneumonia and ear infection caused by ten types
of the bacteria Streptococcus
pneumoniae.
The vaccine works by helping the
body to make its own antibodies,
which protect your child against
these diseases.
As with all vaccines, SYNFLORIX
may not fully protect all children
who are vaccinated.
SYNFLORIX will only protect
against infections caused by the
groups of Streptococcus
pneumoniae for which the vaccine
has been developed.
Children with a weakened
immune system, for example due
to human immunodeficiency virus
(HIV) infection, may not get the
full benefit from SYNFLORIX","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep
Fever","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/synflorix,,,,
GP Codes,,,"Pneum, conj 10, 3m","Pneum, conj 10, 3m",,,,,,PCV,Pneumococcal (Pneumonia) Conjugate,Protects against pneumococcal disease caused by at least 10 types of Streptococcus pneumoniae.,"SYNFLORIX is a pneumococcal vaccine. SYNFLORIX helps protect your child against diseases such as: meningitis, blood infection, pneumonia and ear infection caused by ten types
of the bacteria Streptococcus
pneumoniae.
The vaccine works by helping the
body to make its own antibodies,
which protect your child against
these diseases.
As with all vaccines, SYNFLORIX
may not fully protect all children
who are vaccinated.
SYNFLORIX will only protect
against infections caused by the
groups of Streptococcus
pneumoniae for which the vaccine
has been developed.
Children with a weakened
immune system, for example due
to human immunodeficiency virus
(HIV) infection, may not get the
full benefit from SYNFLORIX","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep
Fever","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/synflorix,,,,
GP Codes,ConsegnaTest,,"Pneum, conj 10, 3m","Pneum, conj 10, 3m",,,,,,PCV,Pneumococcal (Pneumonia) Conjugate,Protects against pneumococcal disease caused by at least 10 types of Streptococcus pneumoniae.,"SYNFLORIX is a pneumococcal vaccine. SYNFLORIX helps protect your child against diseases such as: meningitis, blood infection, pneumonia and ear infection caused by ten types
of the bacteria Streptococcus
pneumoniae.
The vaccine works by helping the
body to make its own antibodies,
which protect your child against
these diseases.
As with all vaccines, SYNFLORIX
may not fully protect all children
who are vaccinated.
SYNFLORIX will only protect
against infections caused by the
groups of Streptococcus
pneumoniae for which the vaccine
has been developed.
Children with a weakened
immune system, for example due
to human immunodeficiency virus
(HIV) infection, may not get the
full benefit from SYNFLORIX","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep
Fever","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/synflorix,,,,
GP Codes,,,"Pneum, conj 10, 5m","Pneum, conj 10, 5m",,,,,,PCV,Pneumococcal (Pneumonia) Conjugate,Protects against pneumococcal disease caused by at least 10 types of Streptococcus pneumoniae.,"SYNFLORIX is a pneumococcal vaccine. SYNFLORIX helps protect your child against diseases such as: meningitis, blood infection, pneumonia and ear infection caused by ten types
of the bacteria Streptococcus
pneumoniae.
The vaccine works by helping the
body to make its own antibodies,
which protect your child against
these diseases.
As with all vaccines, SYNFLORIX
may not fully protect all children
who are vaccinated.
SYNFLORIX will only protect
against infections caused by the
groups of Streptococcus
pneumoniae for which the vaccine
has been developed.
Children with a weakened
immune system, for example due
to human immunodeficiency virus
(HIV) infection, may not get the
full benefit from SYNFLORIX","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep
Fever","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/synflorix,,,,
GP Codes,ConsegnaTest,,"Pneum, conj 10, 5m","Pneum, conj 10, 5m",,,,,,PCV,Pneumococcal (Pneumonia) Conjugate,Protects against pneumococcal disease caused by at least 10 types of Streptococcus pneumoniae.,"SYNFLORIX is a pneumococcal vaccine. SYNFLORIX helps protect your child against diseases such as: meningitis, blood infection, pneumonia and ear infection caused by ten types
of the bacteria Streptococcus
pneumoniae.
The vaccine works by helping the
body to make its own antibodies,
which protect your child against
these diseases.
As with all vaccines, SYNFLORIX
may not fully protect all children
who are vaccinated.
SYNFLORIX will only protect
against infections caused by the
groups of Streptococcus
pneumoniae for which the vaccine
has been developed.
Children with a weakened
immune system, for example due
to human immunodeficiency virus
(HIV) infection, may not get the
full benefit from SYNFLORIX","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep
Fever","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/synflorix,,,,
GP Codes,,,"Pneum, conj 10, 6w","Pneum, conj 10, 6w",,,,,,PCV,Pneumococcal (Pneumonia) Conjugate,Protects against pneumococcal disease caused by at least 10 types of Streptococcus pneumoniae.,"SYNFLORIX is a pneumococcal vaccine. SYNFLORIX helps protect your child against diseases such as: meningitis, blood infection, pneumonia and ear infection caused by ten types
of the bacteria Streptococcus
pneumoniae.
The vaccine works by helping the
body to make its own antibodies,
which protect your child against
these diseases.
As with all vaccines, SYNFLORIX
may not fully protect all children
who are vaccinated.
SYNFLORIX will only protect
against infections caused by the
groups of Streptococcus
pneumoniae for which the vaccine
has been developed.
Children with a weakened
immune system, for example due
to human immunodeficiency virus
(HIV) infection, may not get the
full benefit from SYNFLORIX","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep
Fever","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/synflorix,,,,
GP Codes,ConsegnaTest,,"Pneum, conj 10, 6w","Pneum, conj 10, 6w",,,,,,PCV,Pneumococcal (Pneumonia) Conjugate,Protects against pneumococcal disease caused by at least 10 types of Streptococcus pneumoniae.,"SYNFLORIX is a pneumococcal vaccine. SYNFLORIX helps protect your child against diseases such as: meningitis, blood infection, pneumonia and ear infection caused by ten types
of the bacteria Streptococcus
pneumoniae.
The vaccine works by helping the
body to make its own antibodies,
which protect your child against
these diseases.
As with all vaccines, SYNFLORIX
may not fully protect all children
who are vaccinated.
SYNFLORIX will only protect
against infections caused by the
groups of Streptococcus
pneumoniae for which the vaccine
has been developed.
Children with a weakened
immune system, for example due
to human immunodeficiency virus
(HIV) infection, may not get the
full benefit from SYNFLORIX","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep
Fever","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/synflorix,,,,
GP Codes,,,"Pneum, conj 13, 15m","Pneum, conj 13, 15m",,,,,,PCV,Pneumococcal (Pneumonia) Conjugate,Protects against pneumococcal disease caused by at least 10 types of Streptococcus pneumoniae.,"SYNFLORIX is a pneumococcal vaccine. SYNFLORIX helps protect your child against diseases such as: meningitis, blood infection, pneumonia and ear infection caused by ten types
of the bacteria Streptococcus
pneumoniae.
The vaccine works by helping the
body to make its own antibodies,
which protect your child against
these diseases.
As with all vaccines, SYNFLORIX
may not fully protect all children
who are vaccinated.
SYNFLORIX will only protect
against infections caused by the
groups of Streptococcus
pneumoniae for which the vaccine
has been developed.
Children with a weakened
immune system, for example due
to human immunodeficiency virus
(HIV) infection, may not get the
full benefit from SYNFLORIX","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep
Fever","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/synflorix,,,,
GP Codes,ConsegnaTest,,"Pneum, conj 13, 15m","Pneum, conj 13, 15m",,,,,,PCV,Pneumococcal (Pneumonia) Conjugate,Protects against pneumococcal disease caused by at least 10 types of Streptococcus pneumoniae.,"SYNFLORIX is a pneumococcal vaccine. SYNFLORIX helps protect your child against diseases such as: meningitis, blood infection, pneumonia and ear infection caused by ten types
of the bacteria Streptococcus
pneumoniae.
The vaccine works by helping the
body to make its own antibodies,
which protect your child against
these diseases.
As with all vaccines, SYNFLORIX
may not fully protect all children
who are vaccinated.
SYNFLORIX will only protect
against infections caused by the
groups of Streptococcus
pneumoniae for which the vaccine
has been developed.
Children with a weakened
immune system, for example due
to human immunodeficiency virus
(HIV) infection, may not get the
full benefit from SYNFLORIX","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep
Fever","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/synflorix,,,,
GP Codes,,,"Pneum, conj 13, 3m","Pneum, conj 13, 3m",,,,,,PCV,Pneumococcal (Pneumonia) Conjugate,Protects against pneumococcal disease caused by at least 10 types of Streptococcus pneumoniae.,"SYNFLORIX is a pneumococcal vaccine. SYNFLORIX helps protect your child against diseases such as: meningitis, blood infection, pneumonia and ear infection caused by ten types
of the bacteria Streptococcus
pneumoniae.
The vaccine works by helping the
body to make its own antibodies,
which protect your child against
these diseases.
As with all vaccines, SYNFLORIX
may not fully protect all children
who are vaccinated.
SYNFLORIX will only protect
against infections caused by the
groups of Streptococcus
pneumoniae for which the vaccine
has been developed.
Children with a weakened
immune system, for example due
to human immunodeficiency virus
(HIV) infection, may not get the
full benefit from SYNFLORIX","Mild pain, redness and swelling around injection site
Decreased appetite
Increased or decreased sleep
Fever","Hives
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion associated with fever
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/synflorix,,,,
